ISL3930,,Davranışsal Açıdan Kurumsal İtibar,3,0,0,3,4
KMM3551,,Çevre Teknolojisi,3,0,0,3,4
KMM3561,,Teknik İletişim,3,0,0,3,4
KMM3571,,Yakıtlar ve Yakıt Teknolojileri,3,0,0,3,4
ISL4611,,Örgütsel Etik,3,0,0,3,4
KMM3581,,Enerji Tasarrufu,3,0,0,3,4
KMM3591,,Kimya Endüstrisinde Analiz Yöntemleri,3,0,0,3,4
KMM3611,,Kimya Endüstrisinde Kalite Kontrol,3,0,0,3,4
KMM3621,,Mesleki İngilizce,3,0,0,3,4
KMM3552,,Deneysel Tasarım ve Veri Analizi,3,0,0,3,4
KMM3562,,Ölçme ve Kontrol Cihazları,3,0,0,3,4
KMM3572,,Proses Birimlerinin Tasarımı,3,0,0,3,4
KMM3582,,Tekstil Hazırlama Teknolojisi,3,0,0,3,4
KMM3592,,Gıda Teknolojisi,3,0,0,3,4
KMM4641,,Atık Geri Dönüşümü,3,0,0,3,4
KMM4651,,Biyokimya Mühendisliği Esasları,3,0,0,3,4
KMM4661,,Gıda Teknolojisinde Temel İşlemler,3,0,0,3,4
KMM4671,,Kimya Mühendisliği Ekonomisi,3,0,0,3,4
KMM4681,,Polimer Uretimi ve Teknolojisi,3,0,0,3,4
KMM4691,,Biyoayırma,3,0,0,3,4
KMM4711,,Elektrokimyasal Prosesler,3,0,0,3,4
KMM4721,,Kimya Mühendisliğinde Optimizasyon,3,0,0,3,4
KMM4731,,Membran ve Membran Prosesleri,3,0,0,3,4
KMM4331,,Yeni ve Yenilenebilir Enerji Sistemleri Tasarımı,3,0,0,3,4
ISL4420,,Satış Yönetimi,3,0,0,3,4
KMM4642,,Enzim Mühendisliği Esasları,3,0,0,3,4
KMM4652,,Kataliz ve Katalitik Prosesler,3,0,0,3,4
KMM4662,,Kimya Endüstrisinde Korozyon,3,0,0,3,4
KMM4672,,Kullanılabilir Enerji Analizi,3,0,0,3,4
ELM3252,,Bileşik Isı ve Güç Sistemleri,3,0,0,3,4
KMM4682,,Biyomalzeme Teknolojileri,3,0,0,3,4
KMM4692,,Kimya Mühendisliğinde Toplam Kalite Güvencesi,3,0,0,3,4
KMM4702,,Polimerlerin İşlenmesi,3,0,0,3,4
KMM4712,,Kimyasal Zenginleştirme Teknolojisi,3,0,0,3,4
KMM4722,,Bilgisayar Destekli İleri Kimya Mühendisliği Uygulamaları,3,0,0,3,4
